Cation Runtime (min),Neutral Runtime (min),Cation@Neutral Runtime (min),Neutral@Cation Runtime (min),Monomer 1,Monomer 2,Oligomer Length
69.36,65.34,35.3,31.16,18,39,2
54.64,167.7,31.16,36.98,32,98,2
58.3,45.06,8.48,36.279999999999994,26,63,2
30.240000000000002,29.72,7.3999999999999995,34.5,6,10,2
164.64,89.7,20.52,5.9799999999999995,81,83,2
119.3,67.17999999999999,27.74,12.78,17,53,2
69.12,34.32,21.16,22.88,56,80,2
76.92,67.16,24.04,2.7199999999999998,30,62,2
143.1,64.32,18.42,5.1,24,99,2
114.9,57.28,39.14,19.08,16,85,2
77.86,45.739999999999995,32.379999999999995,13.839999999999998,19,34,2
195.38,51.86,34.14,11.6,33,95,2
33.46,100.46000000000001,23.92,32.279999999999994,2,12,2
93.0,41.519999999999996,18.52,14.9,47,100,2
69.28,51.46,35.16,30.04,4,31,2
95.88,39.84,25.0,21.08,49,53,2
61.17999999999999,58.78,6.699999999999999,21.220000000000002,32,43,2
124.82,77.1,42.339999999999996,23.52,69,97,2
153.66,350.26,15.12,21.119999999999997,55,77,2
172.96,56.68,8.86,16.339999999999996,57,61,2
95.46000000000001,90.0,28.8,35.3,94,99,2
110.38,100.72,35.08,17.24,36,76,2
277.08,160.22,30.139999999999997,25.26,30,55,2
122.72,518.64,40.68,37.76,17,64,2
181.12,62.3,31.0,18.56,25,78,2
48.76,59.54,22.66,36.699999999999996,19,98,2
78.38,60.42,10.399999999999999,24.92,31,83,2
66.44,41.1,27.4,27.58,14,93,2
109.56,65.64,25.02,10.4,34,57,2
107.86,71.22,5.9,18.26,9,96,2
106.42,79.14,29.66,15.42,83,95,2
116.28,55.24,24.0,9.12,54,96,2
50.96,35.32,37.44,23.92,2,25,2
90.68,43.58,36.32,18.099999999999998,15,45,2
77.64,33.44,35.5,10.459999999999999,27,59,2
113.72,56.8,34.739999999999995,29.599999999999998,63,85,2
83.3,50.86,31.58,14.360000000000001,22,56,2
94.4,49.3,9.879999999999999,22.279999999999998,24,75,2
299.22,65.6,39.67999999999999,28.92,18,95,2
130.28,83.08,45.0,26.62,32,34,2
118.42,77.4,33.22,5.0,28,33,2
123.62,76.2,8.36,8.399999999999999,51,99,2
77.9,40.66,23.16,32.2,45,62,2
76.82,29.04,22.66,34.0,31,58,2
62.519999999999996,28.7,31.52,22.96,4,46,2
67.16,48.099999999999994,25.02,33.16,20,77,2
43.82,32.56,9.66,17.139999999999997,3,28,2
48.86,32.32,29.96,11.5,1,92,2
106.53999999999999,40.8,41.879999999999995,3.54,27,82,2
100.72,58.14,38.68,7.159999999999999,33,79,2
127.16,62.260000000000005,35.96,10.34,60,72,2
102.68,33.08,21.619999999999997,28.66,6,67,2
87.7,65.72,12.08,22.82,91,96,2
154.88,55.9,23.58,4.92,29,65,2
113.4,70.92,8.24,13.58,60,69,2
137.3,82.14,26.96,12.5,74,92,2
58.38,31.32,11.88,23.139999999999997,8,80,2
125.5,43.02,37.3,15.360000000000001,27,99,2
97.6,44.82,34.3,34.18,33,62,2
93.66,91.64,28.88,26.52,82,83,2
109.16,41.72,25.86,16.839999999999996,12,70,2
80.2,26.919999999999998,31.38,23.8,9,56,2
241.16,69.78,36.94,9.66,34,97,2
98.72,53.48,24.8,15.860000000000001,56,77,2
71.34,38.599999999999994,32.22,34.12,31,43,2
61.76,31.18,28.58,10.24,19,58,2
78.92,42.12,29.92,4.699999999999999,37,60,2
125.42,81.22,30.7,30.42,79,99,2
46.84,81.36,33.17999999999999,23.5,10,51,2
134.18,62.379999999999995,18.119999999999997,18.08,16,72,2
32.3,31.08,30.339999999999996,30.839999999999996,1,12,2
78.52,60.3,27.86,4.04,21,61,2
340.62,150.68,38.66,4.68,46,55,2
88.98,51.379999999999995,36.620000000000005,12.139999999999999,61,64,2
151.72,70.86,10.379999999999999,32.56,16,32,2
45.58,26.119999999999997,7.54,30.52,1,52,2
69.34,65.0,28.76,12.2,25,63,2
47.88,30.2,32.099999999999994,29.56,19,83,2
88.82,44.72,16.299999999999997,32.739999999999995,62,93,2
181.82,97.17999999999999,32.019999999999996,26.34,4,86,2
66.64,39.36,20.74,30.16,78,94,2
75.28,57.839999999999996,15.839999999999998,10.459999999999999,39,47,2
123.47999999999999,111.88,28.86,26.779999999999998,76,100,2
152.68,82.75999999999999,12.34,25.74,59,86,2
50.5,43.28,10.98,14.62,9,16,2
85.12,65.97999999999999,19.619999999999997,7.98,22,96,2
52.12,48.56,12.78,19.119999999999997,12,30,2
129.68,87.56,31.720000000000002,14.18,38,91,2
129.8,58.2,36.98,14.12,5,50,2
79.02,64.9,15.18,27.279999999999998,3,25,2
157.62,229.8,39.04,12.24,69,76,2
26.62,57.94,25.66,23.56,14,45,2
84.38,63.46,34.0,26.74,12,66,2
64.64,52.82,14.42,23.06,46,98,2
103.03999999999999,67.86,28.639999999999997,11.059999999999999,33,74,2
118.47999999999999,72.46000000000001,30.720000000000002,2.9,7,27,2
40.44,25.0,17.48,18.639999999999997,10,47,2
178.54,126.6,25.439999999999998,29.179999999999996,86,97,2
107.7,71.38,28.279999999999998,29.12,30,83,2
160.07999999999998,121.74,12.1,30.96,95,99,2
96.64,83.46000000000001,28.220000000000002,12.98,37,76,2
124.02,64.82,12.6,29.599999999999998,49,69,2
127.22,74.25999999999999,42.02,4.74,75,89,2
87.38,72.24,7.12,36.68,26,82,2
53.04,66.52,33.44,31.06,32,79,2
62.3,33.7,3.56,4.48,1,44,2
66.84,44.74,24.3,5.6,7,67,2
78.38,68.92,20.68,15.44,21,77,2
102.78,72.34,30.54,22.32,83,98,2
86.12,52.2,29.58,21.56,65,70,2
80.88,76.8,31.88,36.16,30,58,2
51.42,43.8,31.9,14.66,22,80,2
85.46000000000001,60.64,20.16,28.179999999999996,5,46,2
67.26,62.58,13.62,33.620000000000005,43,97,2
148.57999999999998,70.52,8.36,28.82,23,56,2
124.16,80.64,11.58,16.52,29,33,2
44.2,49.2,31.86,24.099999999999998,6,31,2
116.88,64.74,13.379999999999999,19.08,78,99,2
81.38,51.78,13.66,3.6799999999999997,44,79,2
85.14,63.86,35.78,22.58,51,54,2
81.78,68.44,33.72,35.86,30,43,2
84.2,41.06,13.52,26.66,54,80,2
52.34,34.44,16.92,18.52,2,33,2
69.14,78.08,14.36,7.98,53,75,2
64.42,50.34,15.5,16.7,14,85,2
129.64,74.76,22.52,21.839999999999996,26,99,2
90.74,52.8,38.98,31.36,32,62,2
64.84,64.1,14.26,2.84,34,41,2
127.5,55.58,28.979999999999997,25.099999999999998,61,69,2
162.28,107.67999999999999,32.08,21.599999999999998,23,96,2
102.5,40.46,33.760000000000005,22.04,64,66,2
105.2,71.94,22.08,12.68,19,55,2
161.78,93.28,43.76,24.479999999999997,58,86,2
141.38,94.74,14.04,5.38,42,81,2
64.18,53.120000000000005,39.58,6.08,50,59,2
71.66,49.879999999999995,9.86,7.46,43,57,2
137.3,63.46,30.88,22.84,79,94,2
144.9,94.96000000000001,31.02,34.56,5,86,2
253.14,36.2,6.76,18.619999999999997,45,74,2
130.28,43.76,21.86,23.720000000000002,52,78,2
88.38,55.7,22.48,36.46,67,91,2
73.56,51.599999999999994,24.88,30.879999999999995,26,42,2
48.0,49.26,17.32,23.26,20,61,2
57.019999999999996,39.32,36.0,3.86,1,84,2
123.96000000000001,104.64,33.8,19.139999999999997,38,69,2
76.08,53.839999999999996,39.9,5.3,43,79,2
113.08,58.1,23.38,19.139999999999997,57,82,2
82.72,36.339999999999996,28.7,14.54,31,60,2
45.84,36.94,14.7,29.92,37,43,2
74.24,44.42,13.58,7.98,50,77,2
91.84,120.94,25.86,37.699999999999996,32,97,2
64.8,41.94,23.36,21.74,18,36,2
63.120000000000005,43.7,18.7,33.22,41,58,2
39.92,61.2,34.839999999999996,35.02,14,70,2
71.76,87.98,9.36,27.4,12,53,2
100.17999999999999,69.42,15.54,30.32,53,80,2
114.82,89.64,38.06,13.88,7,89,2
329.06,57.5,24.08,7.76,72,92,2
146.66,58.66,20.66,35.42,66,69,2
116.64,90.88,29.24,3.2,33,41,2
127.38,40.06,25.02,9.919999999999998,29,46,2
94.92,43.739999999999995,36.86,23.9,52,56,2
102.56,48.74,29.58,22.8,45,81,2
79.32,48.019999999999996,30.0,27.639999999999997,3,50,2
65.06,55.18,30.82,28.479999999999997,14,30,2
253.54,220.18,34.04,33.120000000000005,18,76,2
89.25999999999999,67.02,29.66,28.220000000000002,24,96,2
129.22,74.32,31.38,18.56,63,66,2
97.94,37.88,11.2,12.139999999999999,42,74,2
149.88,85.75999999999999,28.62,30.56,2,86,2
74.02,63.82,28.3,32.379999999999995,64,93,2
58.46,55.28,22.34,21.02,37,98,2
72.12,59.94,19.22,18.439999999999998,41,83,2
159.64,86.53999999999999,23.7,14.88,55,78,2
153.06,214.84,7.76,10.88,7,52,2
112.03999999999999,59.16,29.84,12.58,20,94,2
149.76,107.82,40.739999999999995,33.44,38,100,2
64.24,37.519999999999996,7.859999999999999,22.9,8,78,2
62.06,30.04,22.02,34.72,21,42,2
102.03999999999999,93.36,17.48,19.04,71,100,2
129.1,70.24,5.18,18.439999999999998,7,49,2
62.18,94.56,13.98,26.26,10,29,2
44.56,24.02,9.54,14.44,12,93,2
125.12,80.78,11.399999999999999,33.2,69,83,2
88.32,171.68,41.2,32.099999999999994,55,63,2
112.53999999999999,84.94,34.620000000000005,23.720000000000002,23,78,2
91.76,66.74,5.96,17.839999999999996,17,47,2
131.8,102.78,33.42,13.0,77,86,2
351.34,142.02,34.879999999999995,27.02,36,55,2
62.4,33.66,37.339999999999996,17.32,6,44,2
48.46,30.42,27.3,24.04,11,24,2
42.34,51.82,38.36,2.96,47,60,2
75.3,64.28,41.98,31.62,84,98,2
77.6,70.96000000000001,23.139999999999997,4.459999999999999,30,36,2
76.24,33.1,17.799999999999997,27.4,20,54,2
101.48,58.18,15.4,27.08,67,100,2
75.86,45.26,40.339999999999996,33.86,44,97,2
61.879999999999995,58.519999999999996,10.459999999999999,6.14,14,100,2
81.18,34.26,21.32,7.28,62,70,2
56.22,41.5,7.9399999999999995,15.799999999999999,89,93,2
76.82,99.06,39.58,12.98,25,80,2
137.86,76.76,19.259999999999998,31.439999999999998,57,99,2
54.92,54.120000000000005,13.24,28.42,10,69,2
74.0,57.28,27.179999999999996,22.34,59,65,2
94.17999999999999,60.62,23.56,36.279999999999994,24,56,2
116.94,47.7,38.46,20.46,65,85,2
79.52,67.76,6.74,29.56,32,41,2
161.78,67.94,17.62,29.06,67,69,2
103.44,60.04,28.099999999999998,36.699999999999996,34,62,2
102.78,74.88,8.02,35.86,28,46,2
253.44,83.68,21.560000000000002,31.979999999999997,55,75,2
114.2,93.74000000000001,17.46,34.82,33,97,2
35.94,30.46,26.54,11.799999999999999,19,36,2
94.68,71.78,34.96,35.62,8,75,2
76.14,28.44,31.74,21.46,4,33,2
35.8,45.58,21.4,28.679999999999996,2,10,2
87.72,128.8,9.08,12.139999999999999,9,38,2
127.26,73.2,6.48,34.6,30,60,2
104.4,51.86,30.88,12.78,56,82,2
120.67999999999999,62.7,6.4399999999999995,12.139999999999999,39,69,2
89.7,61.599999999999994,33.120000000000005,32.2,11,72,2
384.18,129.18,19.259999999999998,37.04,41,55,2
104.92,50.04,16.04,6.62,26,61,2
67.82,28.299999999999997,26.96,12.52,20,42,2
48.82,64.7,28.2,16.66,11,32,2
94.74,36.58,17.0,5.06,7,100,2
92.92,45.86,12.54,11.68,7,8,2
97.74,91.14,28.08,27.88,21,94,2
76.22,33.28,16.18,9.74,43,74,2
134.78,57.62,41.16,35.06,3,86,2
193.24,50.42,11.34,7.58,22,63,2
57.28,54.699999999999996,18.54,19.419999999999998,2,50,2
100.64,54.08,18.839999999999996,14.28,44,81,2
114.26,60.5,19.5,18.139999999999997,62,66,2
93.56,64.24,13.36,34.18,19,76,2
272.34,190.04,11.940000000000001,29.84,37,55,2
70.18,52.7,19.5,18.32,50,61,2
152.5,77.86,43.94,19.74,93,99,2
52.58,32.92,26.92,11.299999999999999,22,78,2
40.18,27.8,29.939999999999998,22.0,10,64,2
70.82,54.4,30.24,17.46,16,47,2
40.56,44.48,33.76,33.779999999999994,3,9,2
102.46000000000001,47.32,8.379999999999999,3.66,72,84,2
117.7,35.06,33.34,12.56,54,63,2
74.36,25.52,26.979999999999997,21.16,20,59,2
83.82,32.12,31.439999999999998,29.86,49,91,2
123.08,92.56,36.0,7.02,32,81,2
184.62,118.58,32.519999999999996,27.76,28,86,2
177.54,213.84,17.28,21.66,84,95,2
109.8,42.239999999999995,16.339999999999996,17.32,12,45,2
124.36,47.66,39.7,10.68,53,96,2
85.06,59.339999999999996,13.98,10.459999999999999,39,72,2
124.92,87.72,21.060000000000002,29.939999999999998,56,99,2
99.78,49.56,19.759999999999998,22.220000000000002,25,56,2
95.56,42.46,15.78,26.54,58,65,2
90.84,46.78,36.2,33.739999999999995,64,85,2
122.7,80.12,37.56,30.4,92,94,2
68.6,67.08,32.98,30.759999999999998,14,26,2
77.34,56.08,38.379999999999995,14.94,18,60,2
67.78,53.239999999999995,29.26,34.66,24,80,2
108.46000000000001,60.42,25.84,3.1399999999999997,9,23,2
116.1,29.74,30.98,9.98,63,70,2
89.72,47.519999999999996,40.9,18.119999999999997,85,98,2
56.28,48.0,16.0,34.36,46,60,2
76.08,34.4,32.16,28.06,4,28,2
71.56,56.239999999999995,10.1,12.5,21,54,2
59.9,33.62,32.5,9.62,27,77,2
147.5,63.46,32.519999999999996,22.36,7,44,2
60.379999999999995,28.259999999999998,34.4,12.04,10,24,2
161.92000000000002,55.72,37.36,13.58,34,79,2
72.96,81.53999999999999,39.5,5.4,22,38,2
87.72,60.98,23.78,17.419999999999998,20,82,2
99.24,87.53999999999999,34.260000000000005,17.299999999999997,67,72,2
47.980000000000004,48.86,22.74,24.099999999999998,22,94,2
84.12,76.42,14.919999999999998,3.42,18,57,2
46.4,44.68,6.66,22.96,3,71,2
175.0,122.7,12.68,27.86,38,93,2
89.69999999999999,51.94,29.76,23.02,62,91,2
152.62,46.6,25.7,10.4,23,42,2
272.52,58.44,40.339999999999996,13.04,25,61,2
68.6,39.980000000000004,20.4,33.019999999999996,19,81,2
186.66,147.82,19.86,30.26,42,55,2
131.24,49.0,13.92,36.82,39,45,2
112.2,60.2,24.9,24.979999999999997,26,96,2
204.28,55.52,36.74,19.04,61,66,2
129.4,64.58,24.26,12.38,16,30,2
60.58,22.94,7.5,20.679999999999996,1,50,2
86.6,45.76,21.72,8.54,66,93,2
69.3,41.260000000000005,14.339999999999998,15.04,8,59,2
105.88,39.38,24.34,7.1,46,57,2
114.18,112.0,14.78,34.48,16,70,2
24.86,42.46,26.62,29.16,1,10,2
80.2,50.04,25.939999999999998,19.639999999999997,5,89,2
153.14,100.62,24.099999999999998,8.879999999999999,30,97,2
84.5,58.3,11.6,28.04,50,56,2
132.2,64.66,24.96,23.54,21,23,2
53.239999999999995,14.34,3.44,34.86,8,19,2
73.62,46.48,26.26,3.92,31,41,2
76.44,51.32,36.26,32.48,64,69,2
111.36,56.379999999999995,18.380000000000003,2.66,70,92,2
134.36,61.54,9.919999999999998,13.76,58,89,2
56.58,28.96,17.64,17.86,3,31,2
93.1,109.62,5.42,2.84,14,51,2
224.22,75.62,41.8,37.879999999999995,29,67,2
100.19999999999999,111.03999999999999,11.16,19.66,91,94,2
62.86,31.16,21.02,36.64,20,75,2
115.75999999999999,57.760000000000005,11.440000000000001,30.979999999999997,67,85,2
90.3,36.24,10.58,6.62,26,56,2
97.94,65.9,29.38,26.979999999999997,12,69,2
98.08,35.9,9.78,12.739999999999998,64,72,2
94.48,41.26,19.14,21.679999999999996,70,89,2
201.62,145.72,9.78,32.519999999999996,23,82,2
115.8,124.64,19.32,35.66,21,38,2
77.92,41.3,6.76,3.74,37,79,2
88.44,44.5,17.42,26.66,39,85,2
45.58,45.46,23.38,20.979999999999997,2,67,2
92.72,61.67999999999999,14.38,3.9799999999999995,24,77,2
67.72,70.64,4.96,26.439999999999998,32,36,2
146.38,82.67999999999999,42.239999999999995,22.36,18,97,2
119.08,32.96,30.4,35.22,79,80,2
98.1,87.62,22.48,34.3,7,28,2
58.88,56.4,25.06,27.04,45,60,2
133.4,95.78,34.82,5.04,38,53,2
202.72,97.68,13.48,16.72,86,98,2
93.42,79.72,18.380000000000003,14.54,28,31,2
74.98,33.96,25.599999999999998,2.06,54,94,2
52.24,29.839999999999996,5.76,16.24,2,27,2
118.58,72.7,37.3,19.68,83,97,2
51.08,46.26,23.16,28.179999999999996,37,39,2
135.8,72.46,34.48,29.96,28,71,2
257.72,138.2,32.54,7.26,34,55,2
83.38,47.06,18.259999999999998,31.82,49,66,2
69.5,32.6,29.76,32.2,24,37,2
135.74,72.02,19.66,15.2,32,76,2
84.9,53.620000000000005,27.7,31.839999999999996,6,25,2
95.24,48.38,30.96,30.799999999999997,50,96,2
108.38,54.3,30.679999999999996,35.26,11,45,2
145.86,103.62,7.42,17.339999999999996,31,81,2
124.6,56.9,9.02,24.56,5,49,2
62.839999999999996,54.46,20.839999999999996,19.22,43,98,2
93.48,82.16,17.4,23.479999999999997,30,57,2
120.75999999999999,119.96000000000001,28.139999999999997,22.74,71,84,2
87.47999999999999,56.379999999999995,22.0,11.9,36,74,2
74.2,36.86,21.08,13.28,67,93,2
108.5,46.019999999999996,26.96,18.139999999999997,41,74,2
81.6,34.12,21.639999999999997,8.54,47,57,2
125.72,80.56,15.799999999999999,20.419999999999998,17,30,2
117.22,84.74,14.8,13.98,46,81,2
111.6,96.82,26.16,29.139999999999997,18,81,2
91.5,36.9,37.44,22.54,63,91,2
91.62,53.06,18.24,30.56,79,96,2
72.24,47.599999999999994,23.099999999999998,33.1,39,93,2
55.0,66.58,8.58,18.34,2,71,2
87.02,62.76,38.26,19.16,42,83,2
84.08,57.34,26.779999999999998,27.939999999999998,34,43,2
64.74,41.66,23.54,22.04,49,70,2
44.1,102.12,36.339999999999996,3.08,32,60,2
100.68,49.56,22.58,27.36,54,82,2
156.57999999999998,25.740000000000002,32.04,30.7,15,51,2
36.36,21.6,9.5,4.42,4,12,2
106.68,32.16,20.58,22.0,8,54,2
88.06,64.14,30.86,20.72,51,56,2
113.62,52.66,16.16,14.1,65,69,2
90.78,81.62,38.44,5.84,20,23,2
48.44,46.0,32.76,2.42,36,62,2
84.84,46.56,31.779999999999998,8.18,4,89,2
91.42,92.47999999999999,31.62,28.66,6,33,2
75.84,67.4,22.119999999999997,14.42,11,53,2
154.18,118.34,30.0,21.74,17,70,2
94.08,65.48,22.22,24.979999999999997,25,77,2
84.4,53.26,28.479999999999997,34.42,33,36,2
78.06,57.58,34.7,14.360000000000001,29,31,2
61.3,45.08,19.72,28.0,4,92,2
70.56,74.32,25.979999999999997,25.36,6,28,2
58.64,59.82,25.779999999999998,21.439999999999998,78,80,2
65.56,30.3,38.32,15.56,39,53,2
85.12,58.58,15.36,19.02,22,82,2
99.9,124.32,28.32,13.819999999999999,20,38,2
95.56,49.96,38.56,28.4,65,72,2
73.68,51.86,27.5,34.0,59,92,2
74.14,52.76,24.96,23.02,3,67,2
51.46,44.260000000000005,16.86,33.76,5,44,2
129.96,93.24,15.139999999999999,13.58,94,96,2
139.22,52.28,15.559999999999999,13.5,66,85,2
138.98,91.58,12.919999999999998,30.3,54,99,2
67.3,52.46,30.4,37.0,26,80,2
95.92,41.44,21.619999999999997,8.899999999999999,61,70,2
79.18,75.32,30.74,24.86,9,99,2
134.36,73.46000000000001,19.6,15.56,7,65,2
89.68,51.42,8.06,15.239999999999998,47,97,2
103.02000000000001,112.08,17.6,36.58,16,26,2
80.82,44.839999999999996,37.3,14.239999999999998,42,98,2
50.56,45.92,37.44,2.36,4,49,2
96.53999999999999,46.44,31.3,15.92,37,74,2
85.18,52.739999999999995,24.56,17.66,31,57,2
73.48,41.5,17.22,11.88,70,84,2
129.68,55.94,27.82,2.54,7,25,2
74.66,49.04,10.16,20.26,10,45,2
140.36,62.04,17.119999999999997,22.02,30,81,2
68.78,39.66,35.66,20.9,52,61,2
57.08,46.0,35.06,11.02,15,91,2
292.22,82.68,41.94,23.779999999999998,33,76,2
200.14,123.26,10.18,8.620000000000001,74,86,2
46.56,60.260000000000005,4.32,10.0,8,94,2
128.1,58.64,22.86,19.0,82,97,2
64.1,61.44,22.62,21.58,12,64,2
63.099999999999994,27.42,5.4,16.36,3,27,2
56.64,48.760000000000005,31.299999999999997,28.779999999999998,14,47,2
68.46000000000001,23.08,23.939999999999998,28.42,20,78,2
69.0,38.42,29.36,13.0,9,42,2
168.0,64.98,10.98,27.26,34,83,2
101.48,239.18,32.620000000000005,10.919999999999998,47,95,2
73.68,52.32,24.02,11.66,6,65,2
131.24,50.1,16.619999999999997,31.599999999999998,16,24,2
120.86,82.88,7.92,21.8,24,38,2
94.36,61.4,29.42,30.32,8,99,2
73.68,46.46,26.92,16.52,61,72,2
110.3,77.7,25.88,23.479999999999997,27,54,2
190.7,68.64,27.46,6.38,46,100,2
42.32,58.86,10.559999999999999,14.56,4,44,2
69.48,61.96,14.639999999999999,17.139999999999997,12,26,2
79.94,60.519999999999996,30.2,37.339999999999996,18,43,2
244.34,213.46,11.22,34.4,17,69,2
98.46000000000001,69.78,24.099999999999998,35.5,5,92,2
118.0,53.18,40.839999999999996,26.639999999999997,50,99,2
136.8,54.08,29.76,4.68,78,82,2
73.42,30.3,30.06,2.66,44,62,2
83.3,48.32,29.76,6.919999999999999,39,51,2
80.82,64.56,32.599999999999994,29.84,62,85,2
209.34,79.24,18.46,29.66,25,75,2
79.6,65.58,34.5,26.74,19,95,2
76.46000000000001,47.120000000000005,7.4399999999999995,30.639999999999997,33,34,2
51.12,33.56,20.36,10.42,8,42,2
74.72,42.26,31.34,28.12,26,59,2
76.56,55.86,20.66,28.74,34,81,2
190.64,164.68,32.379999999999995,22.679999999999996,82,95,2
139.8,121.94,15.7,13.18,55,96,2
98.4,68.84,29.479999999999997,8.379999999999999,9,94,2
100.5,49.32,21.72,33.66,74,84,2
144.68,59.92,16.740000000000002,13.04,52,63,2
141.32,71.22,32.46,30.56,23,100,2
132.66,100.46000000000001,15.839999999999998,22.76,17,29,2
91.7,27.38,33.239999999999995,18.88,15,93,2
79.12,32.82,12.1,35.379999999999995,24,78,2
100.22,64.84,18.619999999999997,13.78,18,98,2
74.5,320.94,4.42,25.179999999999996,32,39,2
160.06,79.22,28.86,12.56,16,64,2
102.16,71.16,26.26,26.62,51,94,2
322.5,58.32,29.54,29.599999999999998,50,100,2
76.42,60.4,29.82,2.06,21,37,2
284.62,257.56,38.46,3.12,31,55,2
168.28,95.3,14.02,34.2,70,86,2
135.34,56.82,10.98,9.02,56,61,2
58.36,41.17999999999999,37.04,13.66,11,91,2
76.8,17.42,12.719999999999999,17.98,39,91,2
73.03999999999999,55.199999999999996,19.64,18.619999999999997,5,52,2
61.260000000000005,0.36,6.12,8.2,9,14,2
52.26,32.7,36.18,27.16,19,100,2
207.78,145.5,10.34,34.16,38,47,2
86.8,49.18,37.12,35.72,4,84,2
51.18,44.54,32.28,3.5,24,63,2
120.44,58.78,14.86,5.52,30,98,2
107.74,51.760000000000005,42.16,27.84,18,83,2
87.08,55.78,10.5,32.620000000000005,63,93,2
112.92,69.02,41.8,19.76,17,32,2
85.64,58.760000000000005,27.76,20.599999999999998,46,83,2
85.44,33.54,18.439999999999998,6.859999999999999,60,64,2
31.84,78.34,22.32,32.86,27,94,2
131.24,114.24,36.08,27.679999999999996,41,76,2
215.1,175.51999999999998,31.8,3.48,47,55,2
165.8,62.480000000000004,17.299999999999997,21.38,31,95,2
83.28,66.67999999999999,12.1,6.16,50,82,2
68.9,53.519999999999996,13.839999999999998,33.82,11,51,2
108.76,73.86,16.18,23.0,17,72,2
102.6,51.76,4.72,36.64,7,33,2
67.24,61.98,41.879999999999995,35.9,18,58,2
56.9,45.3,17.339999999999996,19.9,20,21,2
64.2,39.6,26.32,29.86,36,60,2
101.36,86.46000000000001,14.1,21.979999999999997,57,77,2
66.32,39.06,32.64,25.779999999999998,9,54,2
73.34,58.5,26.36,36.64,15,53,2
47.86,48.739999999999995,6.959999999999999,19.54,5,12,2
68.88,54.699999999999996,23.04,27.04,46,58,2
92.58,43.14,28.74,10.7,49,72,2
96.24,72.56,27.76,17.96,75,92,2
76.16,54.7,10.1,14.78,8,82,2
116.66,64.67999999999999,10.719999999999999,30.679999999999996,28,65,2
128.94,102.08,21.92,24.36,55,56,2
128.82,61.96,39.379999999999995,36.06,79,82,2
184.78,166.06,7.68,25.88,38,51,2
116.9,93.97999999999999,31.3,16.759999999999998,16,69,2
90.0,74.78,25.02,29.96,42,97,2
80.52,35.62,6.18,14.66,64,70,2
40.08,44.78,25.939999999999998,10.299999999999999,19,43,2
122.02,72.28,40.08,18.439999999999998,23,80,2
59.22,33.62,23.599999999999998,36.4,41,60,2
131.54,73.12,34.5,13.78,82,98,2
81.1,56.78,21.439999999999998,5.24,26,54,2
95.92,71.46000000000001,10.02,14.360000000000001,17,24,2
60.67999999999999,35.879999999999995,10.04,4.18,1,46,2
163.42000000000002,77.2,29.74,19.76,46,95,2
116.52,51.62,19.68,31.279999999999998,74,89,2
123.74,355.74,15.08,9.96,25,38,2
134.88,209.66,27.56,21.4,71,86,2
48.42,62.82,18.24,16.060000000000002,20,37,2
53.84,48.3,14.719999999999999,4.48,10,91,2
75.14,47.7,23.679999999999996,30.639999999999997,33,39,2
92.38,58.9,8.919999999999998,4.34,50,94,2
34.34,43.82,4.38,28.12,11,47,2
121.3,24.48,27.86,15.860000000000001,49,64,2
109.12,75.82,27.56,5.38,75,84,2
86.14,54.42,6.18,11.24,32,74,2
104.88,52.96,31.4,21.08,16,29,2
138.51999999999998,80.62,18.880000000000003,19.28,53,63,2
89.26,72.3,15.719999999999999,37.46,47,98,2
112.96000000000001,59.22,12.36,28.34,1,86,2
84.2,47.260000000000005,33.72,31.42,66,91,2
57.8,30.759999999999998,29.08,16.839999999999996,9,59,2
73.67999999999999,36.980000000000004,22.119999999999997,3.92,27,42,2
88.84,59.019999999999996,17.58,27.26,53,78,2
19.92,39.17999999999999,17.36,8.98,10,11,2
81.66,51.04,26.66,31.16,47,83,2
77.62,36.14,17.08,21.16,26,94,2
87.56,36.3,18.22,4.76,42,57,2
167.64,45.5,35.66,4.26,5,84,2
86.7,34.68,15.7,12.139999999999999,44,74,2
94.24,51.36,26.599999999999998,27.679999999999996,31,98,2
83.3,91.32,38.379999999999995,4.220000000000001,4,52,2
103.18,81.9,20.5,26.220000000000002,43,81,2
83.02,34.28,11.5,9.08,51,59,2
64.03999999999999,43.17999999999999,24.86,5.62,4,9,2
79.03999999999999,0.36,20.0,11.2,8,14,2
408.62,1211.46,11.32,29.02,18,55,2
103.34,112.82,31.4,13.02,65,66,2
73.36,60.86,16.759999999999998,19.52,9,82,2
174.46,49.46,38.46,34.04,52,75,2
81.96000000000001,50.68,29.26,15.68,15,85,2
69.82,62.58,6.24,24.679999999999996,54,56,2
47.14,55.22,34.32,33.879999999999995,47,58,2
47.260000000000005,33.8,17.759999999999998,16.18,2,31,2
111.88,120.78,32.46,21.36,55,80,2
83.64,0.36,16.5,18.98,14,53,2
36.94,39.98,18.5,1.78,9,19,2
74.24,58.78,18.119999999999997,18.439999999999998,50,54,2
268.15999999999997,95.88,20.339999999999996,4.38,30,95,2
79.64,54.42,20.439999999999998,25.74,51,82,2
91.16,38.78,7.76,2.48,45,79,2
118.84,93.58,31.74,28.38,28,84,2
111.2,55.519999999999996,33.54,32.86,84,97,2
82.64,34.98,25.54,30.7,4,25,2
57.96,45.78,24.56,17.439999999999998,12,47,2
74.97999999999999,45.92,14.38,27.4,8,63,2
72.68,61.7,5.859999999999999,31.9,30,39,2
